 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;m;.;.;.;.;r;.;.;f;.;.;.;m;.;f;.;.;r;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;f;.;.;f;.;.;.;f;.;.;.;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;m;.;r;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;f;.;.;.;.;.;f;.;.;.;.;.;r;.;.;.;.;.;.;f;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;.;m;.;f;.;m;.;.;.;r;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;x;x;x;x;x;x;x;.;.;.;.;m;.;r;.;m;.;f;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;x;x;x;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;f;.;r;.;f;.;.;.;f;.;.;m;.;r;.;.;f;.;m;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;f;.;.;.;.;r;.;.;.;.;.;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;.;.;r;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;f;.;.;f;.;.;.;.;r;.;.;.;.;.;r;.;.;.;.;m;.;.;m;.;.;r;.;.;f;.;r;.;.;f;.;r;.;.;.;r;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;m;.;.;.;.;.;.;.;.;.;f;m;.;.;.;.;f;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;x;x;x;x;x;x;x;.;.;.;.;.;.;m;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;.;.;f;r;.;r;.;.;.;.;.;r;.;.;x;x;x;x;x;x;x;x;x;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;r;.;.;.;f;.;.;.;.;.;.;.;f;.;m;.;.;f;.;.;.;.;.;.;.;.;r;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;f;.;.;.;.;.;.;.;r;.;r;.;.;.;.;.;.;.;.;.;.;.;.;m;.;.;f;.;.;.;m;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;f;.;.;.;.;.;.;.;.;f;.;.;.;r;.;r;.;.;r;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;f;.;.;.;m;.;.;.;.;.;.;.;.;.;.;.;.;f;.;.;.;.;r;.;.;f;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x
 ; ; ; ; ; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;f;.;.;.;.;.;.;.;.;.;.;r;.;f;.;.;.;r;.;.;.;.;.;.;.;.;r;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;.;.;f;.;.;.;m;.;.;r;.;.;f;.;m;.;.;.;.;.;.;f;.;.;.;m;.;.;f;.;.;.;.;r;.;.;x; ; ; ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;r;.;.;.;.;.;.;.;.;.;.;.;x; ; ; ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
